0,943.3758929793112,11,High,1,10377.13
1,818.359382413195,12,Ultra,1,9820.31
2,405.5891074696544,47,Ultra,0,19062.69
3,594.6480985952993,79,Ultra,0,46977.20
4,722.1682392480897,28,Low,0,20220.71
5,171.145749701912,42,High,0,7188.12
6,492.2453642124452,94,Medium,1,46271.06
7,455.3064167512615,42,High,0,19122.87
8,523.7824612534625,78,Ultra,0,40855.03
9,482.88041649625546,88,Ultra,0,42493.48
10,250.25640870549637,79,Ultra,0,19770.26
11,830.006393649878,96,High,1,79680.61
12,991.0405774903784,13,Ultra,1,12883.53
13,254.89303202664348,47,Low,0,11979.97
14,501.52842184397963,49,Ultra,0,24574.89
15,194.7500480979919,42,High,1,8179.50
16,842.5401699454048,43,Low,1,36229.23
17,366.7903555089972,41,High,0,15038.40
18,48.21987137462236,7,Medium,1,337.54
19,607.7604510010673,11,Medium,0,6685.36
20,963.0009973490228,72,High,1,69336.07
21,861.4816806012602,0,High,0,0.00
22,883.0580112372835,89,Medium,1,78592.16
23,639.520438012161,42,High,0,26859.86
24,677.4164008642356,10,Low,1,6774.16
25,950.3400055443615,60,Low,0,57020.40
26,838.7510919171159,11,Low,1,9226.26
27,482.8956211129688,95,High,1,45875.08
28,135.59468993019473,53,Medium,0,7186.52
29,958.7536048618141,73,Ultra,0,69989.01
30,959.4600042923042,84,Medium,1,80594.64
31,485.5601740276906,18,Ultra,0,8740.08
32,422.8988941789017,87,Ultra,0,36792.20
33,816.0911618804969,34,High,1,27747.10
34,331.71173885775306,99,Medium,0,32839.46
35,558.0917978818151,70,Low,1,39066.43
36,500.96748769087384,21,High,0,10520.32
37,703.9590559216233,70,Ultra,0,49277.13
38,871.9417864113374,15,Low,1,13079.13
39,229.0820131962621,25,Ultra,0,5727.05
40,891.5778102070262,98,Medium,1,87374.63
41,520.6110990867256,76,Low,0,39566.44
42,196.68263982780908,14,Ultra,1,2753.56
43,924.0064075010397,13,High,1,12012.08
44,622.1029461643831,45,High,1,27994.63
45,622.7495287753287,73,Low,1,45460.72
46,870.2836655502985,54,Low,0,46995.32
47,587.5330254610387,15,Low,0,8813.00
48,407.6753461032068,72,Low,1,29352.62
49,861.226665073574,98,Medium,1,84400.21
50,145.61366886882476,53,High,0,7717.52
51,702.6758825953254,80,Low,0,56214.07
52,633.3916202269533,20,Ultra,1,12667.83
53,620.4884460717313,78,High,1,48398.10
54,154.1463223490469,19,Medium,1,2928.78
